Sex,Age,Height(cm),Weight(kg),Resting_BPM,Workout_Frequency(days/week),Experience_Level,Session_Duration(min),Workout_Type,Fat_Percentage,Water_Intake(liters),BMI,Diet_Plan,Workout_Plan
Female,18,165.6,60.2,68,4,Intermediate,50,Cardio,25.1,3.21,21.95,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Female,34,168.4,48.4,63,3,Beginner,40,Cardio,22.9,2.29,17.06,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Female,28,172.8,61.2,67,3,Beginner,40,Cardio,25.7,3.04,20.51,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Female,19,169.9,59.4,66,4,Intermediate,50,Cardio,23.7,3.18,20.57,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Female,32,172.2,55.6,66,3,Beginner,40,Cardio,24.4,2.54,18.74,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Male,18,169.3,61.7,70,5,Advanced,65,HIIT,13.8,3.8,21.53,"High-Energy: Oats, Banana, Peanut Butter, Chicken, Sweet Potatoes, Coconut Water, Chia Seeds, Greek Yogurt, Eggs, Dark Chocolate, Almond Butter, Berries, Whole Grain Toast, Protein Smoothie","Warm-up: Jump Rope, High Knees | Workout: Burpees, Mountain Climbers, Kettlebell Swings, Box Jumps, Sprints | Cool-down: Stretching, Foam Rolling"
Female,26,177.2,54.2,62,3,Beginner,40,Cardio,21.3,2.8,17.26,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Female,27,173.8,53.4,63,3,Beginner,40,Cardio,22,2.77,17.68,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Male,31,166.5,52.4,69,4,Intermediate,55,Cardio,13.6,3.13,18.91,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Male,24,173.6,47.5,62,5,Advanced,65,Strength,8.2,3.46,15.76,"Muscle Gain: Eggs, Lean Meat, Brown Rice, Greek Yogurt, Almonds, Cottage Cheese, Protein Shake, Salmon, Spinach, Whole Milk, Lentils, Avocado, Nuts, Red Meat, Sweet Corn","Warm-up: Dynamic Stretches, Resistance Band Work | Workout: Squats, Deadlifts, Bench Press, Overhead Press, Pull-ups, Rows | Cool-down: Static Stretching, Foam Rolling"
Female,19,168.3,56.1,65,4,Intermediate,50,Cardio,22.7,3.06,19.8,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Male,30,168.7,62.8,73,4,Intermediate,55,HIIT,17.2,3.5,22.09,"High-Energy: Oats, Banana, Peanut Butter, Chicken, Sweet Potatoes, Coconut Water, Chia Seeds, Greek Yogurt, Eggs, Dark Chocolate, Almond Butter, Berries, Whole Grain Toast, Protein Smoothie","Warm-up: Jump Rope, High Knees | Workout: Burpees, Mountain Climbers, Kettlebell Swings, Box Jumps, Sprints | Cool-down: Stretching, Foam Rolling"
Female,28,174.4,60,66,3,Beginner,40,Cardio,24.7,3,19.73,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Male,30,174.5,53.2,66,4,Intermediate,55,Cardio,11.7,3.16,17.47,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Female,23,172.8,64.3,68,4,Intermediate,50,Cardio,25.7,3.35,21.52,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Female,19,168.3,58.8,66,4,Intermediate,50,Cardio,23.9,3.16,20.76,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Female,34,162.8,42.9,62,3,Beginner,40,Cardio,21.8,2.1,16.17,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Female,27,170.3,54.7,65,3,Beginner,40,Cardio,23.4,2.82,18.86,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Male,28,167.1,55.1,69,4,Intermediate,55,Cardio,13.9,3.53,19.71,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Male,19,172.8,60.4,68,5,Advanced,65,Strength,12.4,3.8,20.23,"Muscle Gain: Eggs, Lean Meat, Brown Rice, Greek Yogurt, Almonds, Cottage Cheese, Protein Shake, Salmon, Spinach, Whole Milk, Lentils, Avocado, Nuts, Red Meat, Sweet Corn","Warm-up: Dynamic Stretches, Resistance Band Work | Workout: Squats, Deadlifts, Bench Press, Overhead Press, Pull-ups, Rows | Cool-down: Static Stretching, Foam Rolling"
Male,24,171.5,58,68,5,Advanced,65,Strength,13,3.8,19.72,"Muscle Gain: Eggs, Lean Meat, Brown Rice, Greek Yogurt, Almonds, Cottage Cheese, Protein Shake, Salmon, Spinach, Whole Milk, Lentils, Avocado, Nuts, Red Meat, Sweet Corn","Warm-up: Dynamic Stretches, Resistance Band Work | Workout: Squats, Deadlifts, Bench Press, Overhead Press, Pull-ups, Rows | Cool-down: Static Stretching, Foam Rolling"
Male,20,168.6,56,68,5,Advanced,65,Strength,12,3.76,19.7,"Muscle Gain: Eggs, Lean Meat, Brown Rice, Greek Yogurt, Almonds, Cottage Cheese, Protein Shake, Salmon, Spinach, Whole Milk, Lentils, Avocado, Nuts, Red Meat, Sweet Corn","Warm-up: Dynamic Stretches, Resistance Band Work | Workout: Squats, Deadlifts, Bench Press, Overhead Press, Pull-ups, Rows | Cool-down: Static Stretching, Foam Rolling"
Female,21,180,62.1,64,4,Intermediate,50,Cardio,22.4,3.27,19.17,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Female,22,173.5,51.8,61,4,Intermediate,50,Cardio,20.3,2.91,17.2,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Female,23,170.3,53.6,63,4,Intermediate,50,Cardio,22.1,2.97,18.48,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Female,31,180.1,55.3,63,3,Beginner,40,Cardio,22.2,2.53,17.04,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Female,34,174.7,66,70,3,Beginner,40,HIIT,28.4,2.91,21.63,"High-Energy: Oats, Banana, Peanut Butter, Chicken, Sweet Potatoes, Coconut Water, Chia Seeds, Greek Yogurt, Eggs, Dark Chocolate, Almond Butter, Berries, Whole Grain Toast, Protein Smoothie","Warm-up: Jump Rope, High Knees | Workout: Burpees, Mountain Climbers, Kettlebell Swings, Box Jumps, Sprints | Cool-down: Stretching, Foam Rolling"
Female,19,174.8,58.5,64,4,Intermediate,50,Cardio,22,3.15,19.16,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Male,34,169.7,50.1,67,4,Intermediate,55,Cardio,12.5,3.05,17.4,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Male,24,165.2,57.6,70,5,Advanced,65,HIIT,14.6,3.8,21.1,"High-Energy: Oats, Banana, Peanut Butter, Chicken, Sweet Potatoes, Coconut Water, Chia Seeds, Greek Yogurt, Eggs, Dark Chocolate, Almond Butter, Berries, Whole Grain Toast, Protein Smoothie","Warm-up: Jump Rope, High Knees | Workout: Burpees, Mountain Climbers, Kettlebell Swings, Box Jumps, Sprints | Cool-down: Stretching, Foam Rolling"
Male,35,182.5,64,70,4,Intermediate,55,HIIT,14.9,3.54,19.23,"High-Energy: Oats, Banana, Peanut Butter, Chicken, Sweet Potatoes, Coconut Water, Chia Seeds, Greek Yogurt, Eggs, Dark Chocolate, Almond Butter, Berries, Whole Grain Toast, Protein Smoothie","Warm-up: Jump Rope, High Knees | Workout: Burpees, Mountain Climbers, Kettlebell Swings, Box Jumps, Sprints | Cool-down: Stretching, Foam Rolling"
Female,24,171.2,62.7,68,4,Intermediate,50,Cardio,25.8,3.29,21.38,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Male,19,174.9,60.2,67,5,Advanced,65,Strength,11.8,3.8,19.66,"Muscle Gain: Eggs, Lean Meat, Brown Rice, Greek Yogurt, Almonds, Cottage Cheese, Protein Shake, Salmon, Spinach, Whole Milk, Lentils, Avocado, Nuts, Red Meat, Sweet Corn","Warm-up: Dynamic Stretches, Resistance Band Work | Workout: Squats, Deadlifts, Bench Press, Overhead Press, Pull-ups, Rows | Cool-down: Static Stretching, Foam Rolling"
Male,18,168.6,57.7,68,5,Advanced,65,Strength,12.3,3.8,20.29,"Muscle Gain: Eggs, Lean Meat, Brown Rice, Greek Yogurt, Almonds, Cottage Cheese, Protein Shake, Salmon, Spinach, Whole Milk, Lentils, Avocado, Nuts, Red Meat, Sweet Corn","Warm-up: Dynamic Stretches, Resistance Band Work | Workout: Squats, Deadlifts, Bench Press, Overhead Press, Pull-ups, Rows | Cool-down: Static Stretching, Foam Rolling"
Female,23,172.5,66.3,69,4,Intermediate,50,Cardio,26.7,3.42,22.3,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Female,27,175.4,64.3,68,3,Beginner,40,Cardio,25.9,3.15,20.89,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Female,29,168.3,57.4,67,3,Beginner,40,Cardio,25.6,2.91,20.26,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Male,22,173.9,55.1,66,5,Advanced,65,Strength,10.7,3.73,18.23,"Muscle Gain: Eggs, Lean Meat, Brown Rice, Greek Yogurt, Almonds, Cottage Cheese, Protein Shake, Salmon, Spinach, Whole Milk, Lentils, Avocado, Nuts, Red Meat, Sweet Corn","Warm-up: Dynamic Stretches, Resistance Band Work | Workout: Squats, Deadlifts, Bench Press, Overhead Press, Pull-ups, Rows | Cool-down: Static Stretching, Foam Rolling"
Female,19,169.9,52.9,62,4,Intermediate,50,Cardio,21,2.95,18.33,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Female,26,181.3,63.1,65,3,Beginner,40,Cardio,23.6,3.11,19.19,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Male,31,167.8,52.7,68,4,Intermediate,55,Cardio,13.4,3.14,18.72,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Female,21,169.3,52.5,63,4,Intermediate,50,Cardio,21.4,2.94,18.32,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Male,28,171,53,67,4,Intermediate,55,Cardio,12,3.45,18.12,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Female,33,173.2,62.9,69,3,Beginner,40,Cardio,27.3,2.8,20.96,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Male,24,176.8,49.2,62,5,Advanced,65,Strength,8.2,3.52,15.75,"Muscle Gain: Eggs, Lean Meat, Brown Rice, Greek Yogurt, Almonds, Cottage Cheese, Protein Shake, Salmon, Spinach, Whole Milk, Lentils, Avocado, Nuts, Red Meat, Sweet Corn","Warm-up: Dynamic Stretches, Resistance Band Work | Workout: Squats, Deadlifts, Bench Press, Overhead Press, Pull-ups, Rows | Cool-down: Static Stretching, Foam Rolling"
Male,30,171.5,60.6,71,4,Intermediate,55,HIIT,15.4,3.42,20.62,"High-Energy: Oats, Banana, Peanut Butter, Chicken, Sweet Potatoes, Coconut Water, Chia Seeds, Greek Yogurt, Eggs, Dark Chocolate, Almond Butter, Berries, Whole Grain Toast, Protein Smoothie","Warm-up: Jump Rope, High Knees | Workout: Burpees, Mountain Climbers, Kettlebell Swings, Box Jumps, Sprints | Cool-down: Stretching, Foam Rolling"
Male,21,172.7,58.1,67,5,Advanced,65,Strength,12,3.8,19.47,"Muscle Gain: Eggs, Lean Meat, Brown Rice, Greek Yogurt, Almonds, Cottage Cheese, Protein Shake, Salmon, Spinach, Whole Milk, Lentils, Avocado, Nuts, Red Meat, Sweet Corn","Warm-up: Dynamic Stretches, Resistance Band Work | Workout: Squats, Deadlifts, Bench Press, Overhead Press, Pull-ups, Rows | Cool-down: Static Stretching, Foam Rolling"
Female,34,176.6,58.4,66,3,Beginner,40,Cardio,24.9,2.64,18.72,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Female,32,172.7,52.4,64,3,Beginner,40,Cardio,23,2.43,17.55,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Female,18,171.7,56.7,63,4,Intermediate,50,Cardio,21.8,3.08,19.24,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Female,27,177.3,61.9,66,3,Beginner,40,Cardio,24.5,3.07,19.7,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Male,35,183.8,55.3,66,4,Intermediate,55,Cardio,11.5,3.24,16.37,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Female,26,173.1,57.6,65,3,Beginner,40,Cardio,23.6,2.91,19.22,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Male,23,172.3,54.4,66,5,Advanced,65,Strength,11.1,3.7,18.33,"Muscle Gain: Eggs, Lean Meat, Brown Rice, Greek Yogurt, Almonds, Cottage Cheese, Protein Shake, Salmon, Spinach, Whole Milk, Lentils, Avocado, Nuts, Red Meat, Sweet Corn","Warm-up: Dynamic Stretches, Resistance Band Work | Workout: Squats, Deadlifts, Bench Press, Overhead Press, Pull-ups, Rows | Cool-down: Static Stretching, Foam Rolling"
Male,24,174.9,64.5,70,5,Advanced,65,HIIT,14.6,3.8,21.09,"High-Energy: Oats, Banana, Peanut Butter, Chicken, Sweet Potatoes, Coconut Water, Chia Seeds, Greek Yogurt, Eggs, Dark Chocolate, Almond Butter, Berries, Whole Grain Toast, Protein Smoothie","Warm-up: Jump Rope, High Knees | Workout: Burpees, Mountain Climbers, Kettlebell Swings, Box Jumps, Sprints | Cool-down: Stretching, Foam Rolling"
